filename,path,camera_id,duration_sec,filename_timestamp,calc_start_time,calc_end_time
MOVI0012.avi,data\raw\right_cam\MOVI0012.avi,cam_right,292.733333,,2025-10-27 14:11:23.451554,2025-10-27 14:16:16.184887
MOVI0013.avi,data\raw\right_cam\MOVI0013.avi,cam_right,299.966667,,2025-10-27 14:16:16.184887,2025-10-27 14:21:16.151554
MOVI0014.avi,data\raw\right_cam\MOVI0014.avi,cam_right,300.0,,2025-10-27 14:21:16.151554,2025-10-27 14:26:16.151554
MOVI0015.avi,data\raw\right_cam\MOVI0015.avi,cam_right,300.0,,2025-10-27 14:26:16.151554,2025-10-27 14:31:16.151554
MOVI0016.avi,data\raw\right_cam\MOVI0016.avi,cam_right,300.0,,2025-10-27 14:31:16.151554,2025-10-27 14:36:16.151554
MOVI0017.avi,data\raw\right_cam\MOVI0017.avi,cam_right,299.966667,,2025-10-27 14:36:16.151554,2025-10-27 14:41:16.118221
MOVI0018.avi,data\raw\right_cam\MOVI0018.avi,cam_right,300.0,,2025-10-27 14:41:16.118221,2025-10-27 14:46:16.118221
MOVI0019.avi,data\raw\right_cam\MOVI0019.avi,cam_right,135.6,,2025-10-27 14:46:16.118221,2025-10-27 14:48:31.718221
MOVI0020.avi,data\raw\right_cam\MOVI0020.avi,cam_right,300.0,,2025-10-27 14:48:31.718221,2025-10-27 14:53:31.718221
MOVI0021.avi,data\raw\right_cam\MOVI0021.avi,cam_right,300.0,,2025-10-27 14:53:31.718221,2025-10-27 14:58:31.718221
MOVI0022.avi,data\raw\right_cam\MOVI0022.avi,cam_right,299.966667,,2025-10-27 14:58:31.718221,2025-10-27 15:03:31.684888
MOVI0023.avi,data\raw\right_cam\MOVI0023.avi,cam_right,300.0,,2025-10-27 15:03:31.684888,2025-10-27 15:08:31.684888
MOVI0024.avi,data\raw\right_cam\MOVI0024.avi,cam_right,300.0,,2025-10-27 15:08:31.684888,2025-10-27 15:13:31.684888
MOVI0025.avi,data\raw\right_cam\MOVI0025.avi,cam_right,113.566667,,2025-10-27 15:13:31.684888,2025-10-27 15:15:25.251555
VID_20251027_131854.mp4,data\raw\center_phone\VID_20251027_131854.mp4,phone_center,442.605989,2025-10-27 13:18:54,2025-10-27 13:11:31.394011,2025-10-27 13:18:54.000000
VID_20251027_144923.mp4,data\raw\center_phone\VID_20251027_144923.mp4,phone_center,5417.418189,2025-10-27 14:49:23,2025-10-27 13:19:05.581811,2025-10-27 14:49:23.000000
VID_20251027_144949.mp4,data\raw\center_phone\VID_20251027_144949.mp4,phone_center,18.415222,2025-10-27 14:49:49,2025-10-27 14:49:30.584778,2025-10-27 14:49:49.000000
VID_20251027_151559.mp4,data\raw\center_phone\VID_20251027_151559.mp4,phone_center,1558.779956,2025-10-27 15:15:59,2025-10-27 14:50:00.220044,2025-10-27 15:15:59.000000
